name,studentId,major,email,nationality,homeLand,score,gender
Yasin Gutierrez,S936104,UrbanPlanning,admin_zenith@hotmail.com,Brunei,0,63,0
Zahara Rashid,S789651,Kinesiology,t.zhang_services@me.com,CentralAfricanRepublic,2,25,1
Omar Bakker,S42381,Biotechnology,info_nexasphere@protonmail.com,Chile,1,32,1
Zahara Al-Masri,S976496,History,admin_pulse@hotmail.com,Eritrea,0,53,1
Amir Nielsen,S49595,Psychology,eclipse.designs@protonmail.com,Comoros,1,47,0
Anna Williams,S133320,SpecialEducation,media_flux@protonmail.com,Denmark,1,67,1
Ibrahim Sánchez,S711454,Entrepreneurship,support_zenith@aol.com,Congo(Republic),0,39,1
Tariq Abbas,S593402,Economics,feedback_stellar@me.com,Cameroon,0,39,1
Noura Li,S849941,DigitalMarketing,admin_nexa@hotmail.com,Congo(Republic),0,90,0
Alistair Kaya,S380045,IndustrialDesign,tech_pinnacle@yahoo.com,Grenada,1,74,0
Casey DelaCruz,S840015,Philosophy,feedback_stellar@me.com,Chile,1,54,0
John Yamada,S885081,VeterinaryScience,media_eclipse@protonmail.com,Eritrea,0,23,0
Ren Suzuki,S599261,Film&MediaStudies,support_solstice@me.com,Cuba,1,72,1
Andriy Omar,S226451,Statistics,media_eclipse@protonmail.com,Djibouti,2,14,1
Lina Schneider,S743405,Entrepreneurship,query_aurora@yandex.com,Cuba,1,39,0
Reza Matsumoto,S273024,OccupationalTherapy,jameson.tech@outlook.com,Chile,1,31,0
Parisa Xu,S818567,Linguistics,help_orion@outlook.com,CostaRica,1,55,0
Sunita Dubois,S993501,SpecialEducation,admin_stellar@hotmail.com,DominicanRepublic,1,66,1
Nadia Wu,S277608,Nutrition&Dietetics,support_aurora@aol.com,Brunei,0,24,0
Erik Wu,S631046,HumanResourcesManagement,help_nexus@outlook.com,Haiti,0,44,1
Emily Hansen,S681685,GameDesign,info_stellar@zoho.com,Honduras,1,81,0
Andriy Arslan,S555514,InternationalRelations,service_luminary@zoho.com,CentralAfricanRepublic,2,56,0
Parisa Kato,S775770,FashionDesign,ironclad_labs@aol.com,Indonesia,2,73,0
Idris Flores,S601373,OccupationalTherapy,info_crimson@zoho.com,Georgia,0,30,1
Emerson Schneider,S298954,RealEstateManagement,hello_embercore@live.com,CentralAfricanRepublic,2,46,1
Anna Bernard,S833702,Biochemistry,contact_quantum@yandex.com,Colombia,0,26,1
Aarav Rossi,S289326,FashionDesign,admin_aurora@hotmail.com,Czechia,0,73,0
Eilidh Volkov,S953479,FineArts,contact_nexa@yandex.com,Guinea,0,71,1
Isaac Schneider,S774254,ActuarialScience,auroraforge.help@gmail.com,CentralAfricanRepublic,2,45,0
Nao Arslan,S923770,ForensicScience,media_flux@protonmail.com,Côted'Ivoire,2,93,0
Ava Inoue,S399444,Epidemiology,feedback_obsidian@me.com,Cuba,1,28,1
Nikolai Choudhury,S719876,Physiotherapy,contact_zenithpulse@live.com,Congo(DemocraticRepublic),2,30,1
Pooja Clark,S810196,Criminology,contact_vivid@yandex.com,Estonia,1,57,1
Sakura Davis,S575773,Architecture,hello_infinitum@me.com,Ecuador,2,69,1
Alistair Cohen,S698199,Dentistry(Pre-Dental),help_eclipse@outlook.com,Fiji,1,21,0
Giulia Sharma,S913777,ClimateScience,help_nexus@outlook.com,Djibouti,2,84,1
Myra Bernard,S629968,SpecialEducation,support_quantum@aol.com,Dominica,0,66,1
Riley Ramírez,S373576,Psychology,info_flux@zoho.com,Cuba,1,48,1
Parisa Zhao,S355482,FashionDesign,feedback_terra@me.com,Gambia,2,72,1
Abigail Sun,S541014,Epidemiology,service_nexus@msn.com,Egypt,0,28,0
Neha Vasiliou,S437336,Film&MediaStudies,help_nexus@outlook.com,Canada,1,72,0
Malik Çelik,S428503,Law(Pre-Law),silverhawk_sales@aol.com,Guyana,2,64,0
Dakota Romano,S427371,InternationalRelations,inquiry_elysium@zoho.com,Guinea-Bissau,1,56,1
Hua Khalid,S693870,Statistics,contact_aurora@yandex.com,Greece,0,14,1
Alex Petrov,S806075,DigitalMarketing,tech_aurora@icloud.com,CentralAfricanRepublic,2,89,0
Dakota Nakamura,S329768,Nanotechnology,feedback_obsidian@me.com,Dominica,0,15,0
Daiki Levy,S8258,Law(Pre-Law),hello_flux@live.com,Bulgaria,1,64,0
John Arslan,S394455,GraphicDesign,support_nexorium@aol.com,Côted'Ivoire,2,67,1
Raj Wu,S365012,CreativeWriting,admin_pulse@hotmail.com,Congo(DemocraticRepublic),2,78,0
Malik Hussein,S756073,Hospitality&TourismManagement,media_orionis@protonmail.com,Cameroon,0,43,1
João Matsumoto,S971665,Accounting,stellarsky2024@msn.com,CostaRica,1,36,0
William Sasaki,S663780,Entrepreneurship,help_nexus@outlook.com,CaboVerde,1,39,0
Ivan Sow,S555167,Archaeology,hello_embercore@live.com,Chile,1,61,1
Aaron Keita,S685636,Theater&Drama,auroraforge.help@gmail.com,Eswatini,2,77,0
River Jansen,S899716,Philosophy,admin_zenith@hotmail.com,Chile,1,54,0
Reza Ferrari,S990426,Pharmacy,help_nexus@outlook.com,Congo(DemocraticRepublic),2,19,0
Soren Morales,S711192,GameDesign,admin_stellar@hotmail.com,Egypt,0,81,1
Aisha Nakamura,S545827,GraphicDesign,info_nexasphere@protonmail.com,Brunei,0,68,1
Rong Davis,S258835,PublicHealth,sales_flux@yahoo.com,Brunei,0,20,1
Parisa Hassan,S664153,GraphicDesign,service_stellar@msn.com,Guinea-Bissau,1,67,1
Maria García,S281503,Meteorology,auroraforge.help@gmail.com,Grenada,1,13,1
Amir Mahmoud,S398713,Nanotechnology,help_stellar@outlook.com,Cyprus,2,15,0
Olivia Jansen,S797937,InternationalRelations,media_crimson@protonmail.com,Bulgaria,1,56,0
Aisha Okafor,S509338,History,feedback_catalyst@msn.com,Gabon,1,52,1
Reza Demir,S35816,Philosophy,contact_vivid@yandex.com,BosniaandHerzegovina,0,54,1
Pooja Martin,S887065,Sociology,media_orionis@protonmail.com,Cameroon,0,48,1
Sakura Yilmaz,S932214,ActuarialScience,sales_aurora@yahoo.com,Colombia,0,46,1
Nikos Abbas,S81738,Film&MediaStudies,hello_flux@live.com,Georgia,0,71,0
Robin Hansen,S794427,GlobalHealth,vividra.contact@outlook.com,Dominica,0,88,1
Takumi Taylor,S535849,MusicPerformance/Theory,sales_nimbus@yahoo.com,Colombia,0,76,0
Olga Ivanov,S874518,GameDesign,admin_pulse@hotmail.com,Gambia,2,81,1
Rhys Li,S522349,GlobalHealth,sales_titan@yahoo.com,Egypt,0,88,1
Emerson Rodríguez,S143782,IndustrialDesign,info_crimson@zoho.com,Guinea,0,74,0
Mei Ibrahim,S539035,UrbanPlanning,hello.vortexgrid@me.com,Ethiopia,0,63,0
Rong Zayed,S540203,UrbanPlanning,admin_cobaltreach@zoho.com,Croatia,0,63,1
Andrei Al-Farsi,S178663,Sociology,sales_aurora@yahoo.com,Hungary,2,49,0
Asha Nikolaidis,S567874,Biotechnology,help_nexus@outlook.com,Comoros,1,32,0
Asha Diallo,S181121,Linguistics,media_quantum@protonmail.com,Fiji,1,54,1
Ibrahim Jung,S594192,MusicPerformance/Theory,sunrise_engineering@yandex.com,Grenada,1,76,1
Marco Bello,S631664,Psychology,service_iron@msn.com,Colombia,0,48,1
Andrei Jung,S874888,SpecialEducation,jameson.tech@outlook.com,France,0,67,1
Reza Brown,S364715,Anthropology,tech_astral@icloud.com,Chad,0,52,1
Sophia Arslan,S358389,FineArts,info_stellar@zoho.com,Guyana,2,70,1
David Nasser,S605686,Theater&Drama,feedback_aurora@me.com,France,0,77,1
Zahara Dimitriou,S704112,History,sales_titan@yahoo.com,Gabon,1,53,1
Charlotte Martínez,S996140,UX/UIDesign,feedback_terra@me.com,Côted'Ivoire,2,91,0
Ryota Keita,S939288,SocialWork,feedback_terra@me.com,Bulgaria,1,59,1
Maria Kaya,S636823,UrbanPlanning,techquery2023@gmail.com,Brazil,2,63,0
Yue Diallo,S236416,Criminology,tech_nexus@icloud.com,Denmark,1,57,0
Miriam Nielsen,S11390,Architecture,helpdesk_echelon@yahoo.com,Czechia,0,68,0
Mia Arslan,S724411,Archaeology,info_summitaegis@aol.com,Eritrea,0,61,0
Dewi Xu,S985633,UrbanPlanning,feedback_stellar@me.com,DominicanRepublic,1,64,0
Léa Mehra,S870654,Sociology,hello_flux@live.com,Brazil,2,48,1
Xiu Jansen,S34254,Biochemistry,contact_stellar@yandex.com,Ethiopia,0,26,0
Min-jun Dubois,S922514,Genetics,media_flux@protonmail.com,Denmark,1,28,1
Laila Hu,S257219,GraphicDesign,webquery_obsidian@hotmail.com,India,1,67,1
Eszter Li,S802268,Kinesiology,media_crimson@protonmail.com,CostaRica,1,25,0
Sora Brown,S902260,Marketing,help_quantum@outlook.com,Canada,1,37,1
Hala Choi,S255021,Biotechnology,service_aurora@msn.com,Ethiopia,0,32,0
João Demir,S301021,PoliticalScience,media_flux@protonmail.com,Czechia,0,50,0
Ren Young,S745555,ClimateScience,hello_zenith@live.com,Georgia,0,85,1
Olga DeJong,S699535,SocialWork,hello_quantum@live.com,France,0,58,0
Anastasia Yamamoto,S978805,IndustrialDesign,alex_rivera99@hotmail.com,Cyprus,2,74,0
Ying Al-Farsi,S276329,Dentistry(Pre-Dental),media_eclipse@protonmail.com,ElSalvador,1,22,0
Aoi Nielsen,S539768,EnvironmentalScience&Sustainability,sales_lumivault@yahoo.com,Grenada,1,83,1
Nadia Ibrahim,S633497,ClimateScience,help_quantum@outlook.com,Colombia,0,84,1
Ming Walker,S41667,GenderStudies,contact_quantum@yandex.com,BosniaandHerzegovina,0,59,0
Gang Ivanov,S848075,Accounting,info_summitaegis@aol.com,China,2,36,1
Jamie Mensah,S257139,Biotechnology,info_aurora@zoho.com,Congo(Republic),0,32,0
Eszter Hussein,S852107,Theater&Drama,info_cobalt@zoho.com,Guatemala,2,77,0
Xin Matsumoto,S152479,Law(Pre-Law),hello_zenith@live.com,Barbados,2,64,0
Tereza Çelik,S479159,Architecture,help_terra@icloud.com,Botswana,1,69,0
Hana Walker,S173566,Biotechnology,tech_nexus@icloud.com,Croatia,0,32,1
Rohan Brown,S851880,GraphicDesign,eclipse.designs@protonmail.com,China,2,68,1
Tamar Tran,S630612,Archaeology,sunrise_engineering@yandex.com,Czechia,0,61,0
Hui Hassan,S392040,Biotechnology,help_zenith@outlook.com,Dominica,0,32,0
Matthew Schmidt,S470019,Theater&Drama,stellarsky2024@msn.com,Estonia,1,77,1
Tariq Kim,S48811,Architecture,hello_embercore@live.com,Bulgaria,1,69,0
Malik Kim,S107424,Psychology,contact_eclipse@yandex.com,Canada,1,47,0
Alistair Tanaka,S150816,Astrophysics,admin_fluxion@hotmail.com,EquatorialGuinea,2,7,1
Takumi Miller,S745049,SpecialEducation,tech_nexus@icloud.com,BosniaandHerzegovina,0,66,1
Tariq Mensah,S260654,Anthropology,tech_nexus@icloud.com,Bulgaria,1,51,0
Sophia Reyes,S812047,Archaeology,hello_flux@live.com,BosniaandHerzegovina,0,61,1
Morgan Mehra,S86909,Geography,j.smith_45@yahoo.com,EquatorialGuinea,2,61,0
Nalani Khan,S5923,VeterinaryScience,tech_aurora@icloud.com,CentralAfricanRepublic,2,23,1
Maximilian Sow,S293093,SpecialEducation,zephyron.help@icloud.com,BosniaandHerzegovina,0,66,1
Riko Katz,S319937,GlobalHealth,webquery_obsidian@hotmail.com,Finland,2,89,1
Dmitri Keita,S311982,MarineBiology,help_stellar@outlook.com,Djibouti,2,97,1
Anika Nakamura,S482343,RealEstateManagement,tech_stellar@icloud.com,BosniaandHerzegovina,0,47,0
Avery Levy,S641600,InternationalRelations,support_quantum@aol.com,Chad,0,56,0
Aylin Al-Masri,S717468,Criminology,vividra.contact@outlook.com,Bolivia,2,57,1
Jun Arslan,S93125,CreativeWriting,support_quantum@aol.com,Fiji,1,79,1
Emre Cruz,S529665,Criminology,service_zephyr@msn.com,BosniaandHerzegovina,0,58,1
Takumi Li,S804470,EnvironmentalScience&Sustainability,hello_embercore@live.com,ElSalvador,1,84,1
Riko Kumar,S833922,Neuroscience,media_pyrexia@protonmail.com,Fiji,1,10,0
Zion Müller,S177410,Education(Primary/Secondary),hello_flux@live.com,DominicanRepublic,1,65,1
Skyler Nakamura,S368078,SocialWork,support_aurora@aol.com,Croatia,0,58,0
Finley Khalid,S880777,History,zephyron.help@icloud.com,Honduras,1,52,0
Soraya Clark,S351604,Biotechnology,sunrise_engineering@yandex.com,BurkinaFaso,2,33,0
Sunita Visser,S817668,Law(Pre-Law),contact_eclipse@yandex.com,Botswana,1,64,0
Rasha Choi,S178435,UrbanPlanning,support_nexa@aol.com,France,0,63,0
Eilidh Cruz,S380661,ActuarialScience,support_quantum@aol.com,Chad,0,46,0
Myra Okafor,S990892,InteriorDesign,sales_lumivault@yahoo.com,Ghana,2,75,1
Anika Kobayashi,S993738,Sociology,sales_eclipse@yahoo.com,Côted'Ivoire,2,48,0
Andrei Sasaki,S61164,SportsManagement,sales_aurora@yahoo.com,Eritrea,0,95,0
Andrew Kuznetsov,S97467,Anthropology,tech_flux@icloud.com,Denmark,1,51,1
Sanjay Russo,S614310,Nutrition&Dietetics,hello_embercore@live.com,Cameroon,0,24,1
Zion Goldberg,S307250,History,tech_aurora@icloud.com,Ghana,2,52,0
Mia Wong,S938518,Physiotherapy,service_nexus@msn.com,Chile,1,29,1
Sunita Sun,S475992,Anthropology,hello_quantum@live.com,France,0,51,0
Yui Arslan,S941759,Statistics,support_zenith@aol.com,Ethiopia,0,14,1
Sean DeJong,S771594,IndustrialDesign,support_nexorium@aol.com,BurkinaFaso,2,74,1
Ping Schmidt,S95111,ClimateScience,hello_flux@live.com,Canada,1,85,1
Raj Martínez,S841116,Entrepreneurship,help_nexus@outlook.com,Canada,1,39,0
Michael Taylor,S617016,Medicine(Pre-Med),tech_flux@icloud.com,CaboVerde,1,17,1
Christopher García,S350430,UrbanPlanning,help_stellar@outlook.com,DominicanRepublic,1,63,0
Karan Cruz,S514307,CognitiveScience,hello.vortexgrid@me.com,ElSalvador,1,92,1
Lan Hall,S924353,Biotechnology,help_zenith@outlook.com,Croatia,0,32,1
Inês Moreau,S165930,GenderStudies,webquery_obsidian@hotmail.com,Eritrea,0,60,1
Zion Yamamoto,S602304,GenderStudies,help_orion@outlook.com,Guinea-Bissau,1,60,0
Lina Romano,S806434,SpecialEducation,help_orion@outlook.com,Denmark,1,67,1
Ahmed Saleh,S828913,FashionDesign,n.lee_consulting@yandex.com,Estonia,1,72,0
Mary Zhao,S329518,UX/UIDesign,hello_embercore@live.com,DominicanRepublic,1,90,1
Laila Sun,S584237,Archaeology,service_stellar@msn.com,Bhutan,1,61,1
Finley Flores,S938301,SupplyChainManagement,sales_titan@yahoo.com,Chad,0,41,0
Casey Johansen,S676287,Nutrition&Dietetics,hello_quantum@live.com,CentralAfricanRepublic,2,24,0
Aylin Larsen,S380869,EnvironmentalScience&Sustainability,hello_nexa@live.com,Ecuador,2,84,0
Nikos Yamada,S185464,Linguistics,tech_nexa@icloud.com,Fiji,1,55,1
Amina Al-Mohammed,S774324,Education(Primary/Secondary),techquery2023@gmail.com,BurkinaFaso,2,65,1
Minh Abebe,S795971,IndustrialDesign,hello_infinitum@me.com,Grenada,1,74,1
Somchai Jones,S55592,Law(Pre-Law),contact_vivid@yandex.com,Bangladesh,1,64,0
Lan VanDijk,S473523,BusinessAdministration,info_stellar@zoho.com,Congo(DemocraticRepublic),2,33,0
Ali Ramos,S764653,Theater&Drama,contact_iron@yandex.com,Dominica,0,77,1
Layla Mensah,S251351,Accounting,service_luminary@zoho.com,Cyprus,2,36,1
Diya Patel,S632782,Mathematics,media_pyrexia@protonmail.com,Eritrea,0,5,0
Gang Singh,S129883,Education(Primary/Secondary),hello_zenith@live.com,Congo(DemocraticRepublic),2,65,1
Hassan Müller,S204537,Mathematics,hello.vortexgrid@me.com,Eritrea,0,5,0
Xin Sánchez,S720113,GameDesign,sales_quantum@yahoo.com,Haiti,0,81,0
Jasmin Rao,S568248,Biochemistry,contact_apexion@outlook.com,Cuba,1,26,1
Nabil Watanabe,S93448,RealEstateManagement,support_aurora@aol.com,Croatia,0,46,1
Lan Diallo,S287158,Film&MediaStudies,contact_pulsewave@yandex.com,Guinea-Bissau,1,71,0
Neha Wilson,S469725,Physiotherapy,hello.vortexgrid@me.com,BurkinaFaso,2,30,0
Emerson Yilmaz,S481332,GlobalHealth,sales_quantum@yahoo.com,Congo(DemocraticRepublic),2,88,1
Budi Walker,S673108,InternationalRelations,hello_zenith@live.com,CaboVerde,1,56,0
Aditya Agarwal,S273604,PublicHealth,feedback_terra@msn.com,Côted'Ivoire,2,20,0
Meera Chen,S653931,Statistics,feedback_stellar@me.com,Eswatini,2,14,0
Nadia González,S769182,History,query.nexorium@zoho.com,Brazil,2,52,1
Rachel Dubois,S313010,Education(Primary/Secondary),sales_titan@yahoo.com,Germany,1,65,0
Nao Vasiliou,S651825,IndustrialDesign,help_nexus@outlook.com,Côted'Ivoire,2,74,1
Li Bakker,S637788,GlobalHealth,feedback_quantum@me.com,Gambia,2,88,0
Sunita Wagner,S531595,Archaeology,sales_flux@yahoo.com,Eritrea,0,60,1
Tamar Choi,S793374,Anthropology,feedback_terra@me.com,Bulgaria,1,51,0
Inês Papadopoulos,S289327,InternationalRelations,support_solstice@me.com,Eswatini,2,56,0
Yuto Khan,S340740,InternationalRelations,admin_vexelon@hotmail.com,Honduras,1,55,0
Khalid Romano,S497013,PoliticalScience,feedback_zenith@me.com,BurkinaFaso,2,49,1
Mei Lee,S269771,UrbanPlanning,alex_rivera99@hotmail.com,Eswatini,2,63,0
Khalid Cohen,S255968,Linguistics,support_frostvale@live.com,Chile,1,55,0
Finley Sato,S944137,Epidemiology,admin_aurora@hotmail.com,Cameroon,0,28,1
John Xu,S885709,Architecture,contact_vivid@yandex.com,Eritrea,0,69,1
Phoenix Okafor,S726266,Hospitality&TourismManagement,t.zhang_services@me.com,Colombia,0,43,1
Nalani Matsumoto,S36855,Linguistics,media_astralink@icloud.com,Belgium,1,54,1
Louis Kim,S124734,PoliticalScience,feedback_catalyst@msn.com,BurkinaFaso,2,50,1
Neha Wu,S751280,FineArts,media_flux@protonmail.com,Colombia,0,70,0
Andrei Hussein,S366670,Archaeology,inquiry_elysium@zoho.com,Côted'Ivoire,2,60,1
Rachel Hansen,S855362,InternationalRelations,contact_aurora@yandex.com,Ecuador,2,56,0
Sarah Inoue,S694309,Theater&Drama,vividra.contact@outlook.com,ElSalvador,1,77,1
Neha Yamamoto,S497060,SocialWork,info_crimson@zoho.com,Burundi,0,59,0
Robin Takahashi,S46660,Archaeology,query_aurora@yandex.com,EquatorialGuinea,2,60,1
Kavita Ramos,S490717,Law(Pre-Law),service_iron@msn.com,Guyana,2,64,1
Fatima Liu,S581481,Anthropology,query_aurora@yandex.com,Chile,1,51,1
Finley Bello,S296877,Geography,vividra.contact@outlook.com,Eritrea,0,62,1
Elliot Young,S269098,Archaeology,tech_eclipse@icloud.com,Gambia,2,61,1
Matthew González,S942306,FashionDesign,feedback_eclipse@me.com,Cameroon,0,73,1
Nikos Diop,S450979,IndustrialDesign,admin_vexelon@hotmail.com,Germany,1,74,1
Xin Suzuki,S532226,History,tech_eclipse@icloud.com,Canada,1,52,1
Isaac Yamada,S793333,Finance,hello_zenith@live.com,BurkinaFaso,2,34,0
Charlotte Le,S522153,SpecialEducation,info_stellar@zoho.com,Guyana,2,66,0
Layla Andersen,S694184,BusinessAdministration,feedback_catalyst@msn.com,Croatia,0,33,0
Sofia Morales,S8115,GenderStudies,hello_flux@live.com,Brazil,2,59,0
Ibrahim Nakamura,S229177,FashionDesign,media_flux@protonmail.com,Eritrea,0,72,1
Mia Sethi,S772365,IndustrialDesign,info_eclipse@zoho.com,Fiji,1,74,0
Inês Jung,S876314,Law(Pre-Law),media_eclipse@protonmail.com,Egypt,0,64,0
Samir Morales,S262163,Dentistry(Pre-Dental),feedback_aurora@me.com,Côted'Ivoire,2,21,1
Rania Diop,S613887,Nursing,feedback_aurora@me.com,Czechia,0,18,1
Nikos Nguyen,S830331,Architecture,support_solstice@me.com,Congo(Republic),0,69,0
Mio Mensah,S46995,Anthropology,helpdesk_echelon@yahoo.com,Côted'Ivoire,2,52,0
Arlo Jones,S934476,EnvironmentalScience&Sustainability,help_terra@icloud.com,Fiji,1,84,1
Sakura Cohen,S313387,Linguistics,eclipse.designs@protonmail.com,Germany,1,55,0
Anna Omar,S280990,History,service_stellar@msn.com,Gabon,1,52,0
Hala Goldberg,S780638,GlobalHealth,auroraforge.help@gmail.com,Croatia,0,88,0
Dmitri Hall,S795132,GenderStudies,feedback_aurora@me.com,Cyprus,2,59,0
Yuna Hu,S70940,OccupationalTherapy,hello_flux@live.com,Cameroon,0,31,1
Riley Al-Khalifa,S604793,Marketing,admin_zenith@hotmail.com,Comoros,1,37,0
Neha Ibrahim,S875248,SpecialEducation,support_stellar@aol.com,Estonia,1,67,1
Nao Andersen,S761554,SocialWork,support_quantum@aol.com,DominicanRepublic,1,58,0
Hana Ibrahim,S456231,EthicalAI&Policy,support_quantum@aol.com,Gabon,1,87,0
Maximilian Pérez,S954310,Film&MediaStudies,tech_astral@icloud.com,Croatia,0,71,0
Ahmed Schneider,S825113,PoliticalScience,inquiry_elysium@zoho.com,Dominica,0,49,1
James Rosenberg,S341024,FineArts,media_pyrexia@protonmail.com,Dominica,0,70,1
Layla Rossi,S464850,GraphicDesign,hello_zenith@live.com,Côted'Ivoire,2,67,1
Aylin Larsen,S948498,GraphicDesign,help_nexus@outlook.com,BosniaandHerzegovina,0,67,0
Eilidh Singh,S597596,Epidemiology,info_crimson@zoho.com,Greece,0,29,0
Hua Cruz,S821275,Archaeology,luna.waves23@gmx.com,Finland,2,60,1
Nao Xu,S278625,VeterinaryScience,feedback_stellar@me.com,Cameroon,0,23,1
Samir Martin,S467605,PublicHealth,t.zhang_services@me.com,Canada,1,20,0
Lina Kim,S939785,Geology,tech_astral@icloud.com,Gabon,1,11,0
Anastasia Zhang,S118012,Criminology,tech_cerulean@icloud.com,Ethiopia,0,57,1
Nao Mahmoud,S521244,OccupationalTherapy,hello_embercore@live.com,Chad,0,30,1
Minh Bianchi,S837702,GameDesign,feedback_zenith@me.com,Gabon,1,81,0
Robin Tran,S978706,Film&MediaStudies,bluehorizon_01@live.com,Djibouti,2,72,1
Rachel Mensah,S628413,Linguistics,media_quantum@protonmail.com,Estonia,1,55,0
Skyler Cruz,S441209,Linguistics,feedback_ironwave@msn.com,Ecuador,2,54,0
Aditya Pérez,S636630,HumanResourcesManagement,zephyron.help@icloud.com,Dominica,0,44,0
Gang Hall,S74923,History,contact_stellar@yandex.com,Bolivia,2,52,1
Hassan Al-Farsi,S278969,Architecture,support_zenith@aol.com,Burundi,0,69,1
Hana Mahmoud,S114102,Psychology,info_nexasphere@protonmail.com,Botswana,1,47,1
Rasha Morales,S840763,SocialWork,hello_nexa@live.com,Benin,0,58,0
Vihaan Russo,S904302,FineArts,contact_eclipse@yandex.com,Comoros,1,70,0
Raj Wagner,S326446,ClimateScience,media_orionis@protonmail.com,France,0,84,0
Fatima Kimura,S33241,Anthropology,admin_pulse@hotmail.com,Eswatini,2,51,1
Tariq Kaya,S75409,InternationalRelations,sales_titan@yahoo.com,Cameroon,0,56,0
Ingrid Thomas,S406442,InternationalRelations,support_aurora@aol.com,Georgia,0,56,0
Reza Kumar,S313884,SocialWork,webquery_obsidian@hotmail.com,Denmark,1,59,1
Hui Rossi,S501954,PoliticalScience,feedback_zenith@me.com,Gabon,1,50,0
Rohan Johnson,S304887,SpecialEducation,media_pyrexia@protonmail.com,Cyprus,2,66,1
Vikram Sato,S882008,MarineBiology,hello_zenith@live.com,CostaRica,1,97,0
Layla González,S613174,DigitalMarketing,media_echelon@protonmail.com,Côted'Ivoire,2,89,0
Shiloh Ortiz,S521819,Genetics,techquery2023@gmail.com,Djibouti,2,27,0
Ji-woo Mehra,S836848,Hospitality&TourismManagement,support_solstice@me.com,DominicanRepublic,1,43,1
Shota Zhao,S650611,Biochemistry,support_aurora@aol.com,Côted'Ivoire,2,26,1
Finley Sánchez,S855115,UrbanPlanning,admin_aurora@hotmail.com,Comoros,1,63,1
Kai Hansen,S551053,InternationalRelations,auroraforge.help@gmail.com,Egypt,0,56,1
Zahara Anderson,S719276,Photography,support_nexa@aol.com,Congo(DemocraticRepublic),2,82,1
Diya Hall,S939566,CreativeWriting,support_quantum@aol.com,China,2,79,1
Ying Diallo,S793094,GameDesign,feedback_quantum@me.com,Guatemala,2,81,1
Robin Rosenberg,S378142,GraphicDesign,contact_quantum@yandex.com,CostaRica,1,67,0
Jun Hassan,S452035,Finance,techquery2023@gmail.com,France,0,34,1
Léa Saleh,S603167,Psychology,service_quantum@msn.com,Finland,2,47,0
Skyler Tanaka,S208508,Photography,sales_aurora@yahoo.com,Estonia,1,82,0
Kavita DelaCruz,S658875,Anthropology,ironclad_labs@aol.com,Guatemala,2,51,0
Amina Toure,S465874,Film&MediaStudies,feedback_stellar@me.com,EquatorialGuinea,2,72,0
Leilani Kaya,S574493,Criminology,contact_iron@yandex.com,BosniaandHerzegovina,0,57,1
Ying Zayed,S519916,Psychology,info_aurora@zoho.com,BosniaandHerzegovina,0,47,0
Xin Jung,S703702,SpecialEducation,support_voltex@aol.com,DominicanRepublic,1,67,1
Sora Jansen,S320580,Geography,info_zenith@zoho.com,Egypt,0,62,0
Zahara Malhotra,S589754,Geography,tech_pinnacle@yahoo.com,Brazil,2,62,1
Dakota Miller,S837651,SpecialEducation,auroraforge.help@gmail.com,Cuba,1,67,1
Parisa Kim,S299745,Architecture,vividra.contact@outlook.com,DominicanRepublic,1,69,1
Taylor Andersen,S43765,RenewableEnergyEngineering,feedback_zenith@me.com,Ethiopia,0,85,1
Vihaan López,S610174,Education(Primary/Secondary),service_phoenix@aol.com,EquatorialGuinea,2,65,1
Zainab Walker,S47266,RealEstateManagement,service_phoenix@aol.com,Bulgaria,1,46,0
Kavita Zhu,S424225,RealEstateManagement,admin_pulse@hotmail.com,France,0,47,0
Rachel Rao,S970867,Law(Pre-Law),hello_zenith@live.com,Brazil,2,64,0
Hassan Reddy,S263557,SocialWork,jameson.tech@outlook.com,ElSalvador,1,58,1
River Hall,S817743,ActuarialScience,feedback_aurora@me.com,Denmark,1,45,1
Idris Wu,S985162,RealEstateManagement,zephyron.help@icloud.com,Cyprus,2,47,0
Raj Yamamoto,S46151,PoliticalScience,feedback_aurora@me.com,Brazil,2,50,0
Ivan Zayed,S626836,ClimateScience,sales_eclipse@yahoo.com,Cuba,1,85,1
Diya Wang,S801469,Physiotherapy,admin_vexelon@hotmail.com,Gambia,2,30,1
Emerson Schmidt,S11745,GameDesign,sales_nexus@yahoo.com,CentralAfricanRepublic,2,81,1
Aoi Mensah,S232345,InteriorDesign,n.lee_consulting@yandex.com,Guatemala,2,75,0
James Kaya,S344469,SocialWork,contact_eclipse@yandex.com,Finland,2,58,0
Eleni Lewis,S225898,Film&MediaStudies,n.lee_consulting@yandex.com,Cyprus,2,71,0
Mei Jones,S835819,SupplyChainManagement,help_terra@icloud.com,Cameroon,0,42,0
Yuto Yamada,S72575,FashionDesign,ironclad_labs@aol.com,Chile,1,72,0
Parisa Reddy,S90503,Marketing,help_nebulaforge@outlook.com,Chile,1,37,0
Jan Reddy,S853026,Film&MediaStudies,media_nexa@protonmail.com,Denmark,1,71,0
Aylin Wu,S278856,Nutrition&Dietetics,info_polarisedge@hotmail.com,Djibouti,2,24,1
Jan Jung,S520547,Anthropology,inquiry_elysium@zoho.com,Hungary,2,51,0
Marco Dimitriou,S523947,EthicalAI&Policy,hello_embercore@live.com,Greece,0,87,0
